date_exp,gpu_platform,BW,img_resolution,gpu_power,av_end2end_delay,av_gpu_delay,av_num_obj,AP1,powermeter_av,rapl_av,clocksp_av
2024-01-17 01:35:00,NVIDIA RTX 3090,100,55,139,14.88,10.91,1,0.63,72.3,32.0,2334
2024-01-17 01:40:00,NVIDIA A100,10,85,75,14.82,2.56,2,0.5,112.91,31.99,2874
2024-01-17 01:45:00,NVIDIA A100,10,56,209,208.29,5.33,3,0.77,115.53,43.96,2548
2024-01-17 01:50:00,NVIDIA A100,20,60,221,64.35,3.09,1,0.57,49.26,11.3,2236
2024-01-17 01:55:00,NVIDIA RTX 3090,20,82,240,95.74,9.22,4,0.85,80.69,16.65,3534
2024-01-17 02:00:00,NVIDIA RTX 3090,100,84,263,26.78,25.75,4,0.62,107.92,42.63,2154
2024-01-17 02:05:00,NVIDIA A100,10,64,260,130.84,14.64,13,0.55,49.57,64.59,2381
2024-01-17 02:10:00,NVIDIA RTX 3090,50,64,55,77.28,8.96,11,0.57,12.24,37.32,2085
2024-01-17 02:15:00,NVIDIA RTX 3090,20,82,193,128.43,1.99,3,0.56,68.53,33.47,2929
2024-01-17 02:20:00,NVIDIA RTX 3090,50,70,243,82.24,1.55,2,0.8,124.87,21.96,2158
2024-01-17 02:25:00,NVIDIA A100,50,50,68,5.87,24.92,7,0.71,109.29,35.01,3149
2024-01-17 02:30:00,NVIDIA A100,10,82,130,22.7,30.86,5,0.59,49.65,43.92,3225
2024-01-17 02:35:00,NVIDIA RTX 3090,20,90,160,21.14,19.5,3,0.93,49.16,63.79,3643
2024-01-17 02:40:00,NVIDIA A100,10,85,93,36.16,7.28,2,0.62,29.7,44.65,2662
2024-01-17 02:45:00,NVIDIA A100,10,83,253,83.59,8.49,2,0.92,48.43,36.7,2742
2024-01-17 02:50:00,NVIDIA A100,10,63,237,29.38,1.96,1,0.82,120.82,41.67,2431
2024-01-17 02:55:00,NVIDIA RTX 3090,20,74,297,28.11,34.07,8,0.71,34.71,6.51,3900
2024-01-17 03:00:00,NVIDIA RTX 3090,20,96,52,15.58,6.03,13,0.52,61.76,50.76,3101
2024-01-17 03:05:00,NVIDIA RTX 3090,50,79,155,8.17,7.57,8,0.51,57.98,20.22,2008
2024-01-17 03:10:00,NVIDIA RTX 3090,20,56,241,30.53,1.36,6,0.79,68.09,27.83,3534
2024-01-17 03:15:00,NVIDIA A100,20,86,237,13.74,35.44,11,0.9,29.93,75.36,3150
2024-01-17 03:20:00,NVIDIA A100,20,91,126,10.13,20.04,13,0.73,144.69,32.12,3093
2024-01-17 03:25:00,NVIDIA A100,50,75,67,92.68,44.58,10,0.81,135.53,42.47,2829
2024-01-17 03:30:00,NVIDIA A100,50,52,206,0.99,31.58,12,0.69,71.02,46.79,2102
2024-01-17 03:35:00,NVIDIA RTX 3090,20,55,150,209.08,3.99,13,0.85,145.35,70.44,2988
2024-01-17 03:40:00,NVIDIA A100,50,64,133,73.96,43.17,11,0.82,78.42,15.07,2180
2024-01-17 03:45:00,NVIDIA RTX 3090,10,70,292,65.27,45.52,3,0.64,70.06,15.99,3455
2024-01-17 03:50:00,NVIDIA RTX 3090,50,67,98,80.57,38.99,5,0.81,40.4,62.2,3368
2024-01-17 03:55:00,NVIDIA RTX 3090,10,70,188,59.08,39.26,3,0.61,41.98,41.83,2400
2024-01-17 04:00:00,NVIDIA RTX 3090,10,99,294,150.02,15.24,5,0.65,13.72,15.87,2686
2024-01-17 04:05:00,NVIDIA RTX 3090,100,54,282,90.02,15.58,4,0.85,62.99,35.12,3659
2024-01-17 04:10:00,NVIDIA A100,20,79,54,21.92,39.92,7,0.57,84.18,68.39,3296
2024-01-17 04:15:00,NVIDIA RTX 3090,50,60,210,45.69,23.19,5,0.85,38.5,79.97,3325
2024-01-17 04:20:00,NVIDIA A100,20,80,269,58.49,27.62,12,0.79,28.24,57.06,2670
2024-01-17 04:25:00,NVIDIA RTX 3090,20,60,154,17.96,3.85,9,0.5,71.5,38.96,2446
2024-01-17 04:30:00,NVIDIA A100,100,94,290,9.96,1.71,10,0.54,140.99,61.27,3726
2024-01-17 04:35:00,NVIDIA RTX 3090,10,86,100,150.42,34.95,1,0.65,130.67,26.68,2641
2024-01-17 04:40:00,NVIDIA A100,100,90,131,106.37,23.11,2,0.92,73.1,14.96,2792
2024-01-17 04:45:00,NVIDIA A100,10,96,298,85.75,26.1,3,0.7,60.26,73.45,2954
2024-01-17 04:50:00,NVIDIA RTX 3090,10,80,108,50.67,2.58,10,0.82,54.44,38.91,3850
2024-01-17 04:55:00,NVIDIA RTX 3090,100,64,226,19.33,13.55,7,0.54,67.21,33.98,3949
2024-01-17 05:00:00,NVIDIA RTX 3090,100,85,184,38.93,43.26,2,0.72,79.84,29.26,3262
2024-01-17 05:05:00,NVIDIA A100,10,84,50,71.77,46.17,11,0.84,23.74,28.14,3718
2024-01-17 05:10:00,NVIDIA RTX 3090,20,73,55,40.63,21.84,9,0.76,11.29,61.12,2606
2024-01-17 05:15:00,NVIDIA A100,100,54,73,13.72,4.35,5,0.88,43.67,74.81,3951
2024-01-17 05:20:00,NVIDIA RTX 3090,100,67,229,3.39,46.82,5,0.7,120.73,14.33,3864
2024-01-17 05:25:00,NVIDIA A100,10,89,203,87.17,40.4,13,0.71,148.63,11.79,2437
2024-01-17 05:30:00,NVIDIA RTX 3090,20,84,102,35.67,30.38,8,0.81,45.48,19.47,3694
2024-01-17 05:35:00,NVIDIA A100,100,64,273,6.93,13.68,1,0.85,44.45,51.81,3399
2024-01-17 05:40:00,NVIDIA A100,50,85,143,33.84,34.47,11,0.68,33.57,77.2,3542
2024-01-17 05:45:00,NVIDIA A100,100,97,118,9.2,13.99,2,0.91,48.75,49.24,3850
2024-01-17 05:50:00,NVIDIA RTX 3090,50,80,261,18.93,13.24,8,0.88,131.83,43.26,2937
2024-01-17 05:55:00,NVIDIA RTX 3090,20,67,95,76.66,48.39,11,0.91,24.36,66.21,2902
2024-01-17 06:00:00,NVIDIA A100,20,63,278,49.74,44.91,13,0.83,127.38,10.32,2684
2024-01-17 06:05:00,NVIDIA RTX 3090,20,55,294,27.87,42.23,9,0.51,48.5,14.18,3932
2024-01-17 06:10:00,NVIDIA A100,100,99,198,41.37,2.74,14,0.6,117.46,20.6,3599
2024-01-17 06:15:00,NVIDIA RTX 3090,20,50,81,35.57,42.55,6,0.84,78.51,56.42,2486
2024-01-17 06:20:00,NVIDIA RTX 3090,50,65,116,122.54,37.7,13,0.57,54.7,36.23,2123
2024-01-17 06:25:00,NVIDIA RTX 3090,100,73,209,2.18,37.95,11,0.67,66.88,58.49,2007
2024-01-17 06:30:00,NVIDIA A100,20,90,127,84.57,21.89,9,0.6,72.74,30.42,3058
2024-01-17 06:35:00,NVIDIA RTX 3090,20,77,53,31.64,24.13,14,0.94,21.35,59.74,2966
2024-01-17 06:40:00,NVIDIA RTX 3090,50,78,147,8.34,12.07,3,0.62,34.09,36.24,3643
2024-01-17 06:45:00,NVIDIA RTX 3090,10,87,62,3.72,15.23,10,0.74,66.53,77.81,3200
2024-01-17 06:50:00,NVIDIA RTX 3090,10,70,77,90.18,16.37,6,0.92,56.13,46.81,2037
2024-01-17 06:55:00,NVIDIA RTX 3090,100,79,160,26.94,4.98,1,0.75,136.37,78.91,3490
2024-01-17 07:00:00,NVIDIA A100,50,73,251,59.52,5.66,7,0.73,44.66,70.96,3838
2024-01-17 07:05:00,NVIDIA RTX 3090,50,66,156,144.01,21.76,10,0.81,32.7,57.85,3158
2024-01-17 07:10:00,NVIDIA RTX 3090,10,94,57,31.5,15.82,5,0.72,13.15,50.77,3139
2024-01-17 07:15:00,NVIDIA A100,20,69,87,17.23,22.07,1,0.64,118.1,24.99,2766
2024-01-17 07:20:00,NVIDIA RTX 3090,50,56,119,2.72,37.9,6,0.99,39.53,31.88,2453
2024-01-17 07:25:00,NVIDIA A100,100,85,266,89.9,26.32,2,0.9,70.97,24.39,2052
2024-01-17 07:30:00,NVIDIA RTX 3090,20,61,232,79.66,17.79,3,0.77,115.78,15.39,3295
2024-01-17 07:35:00,NVIDIA A100,10,81,231,18.36,12.07,13,0.58,24.69,25.0,2160
2024-01-17 07:40:00,NVIDIA RTX 3090,20,69,89,3.78,35.68,8,0.92,64.53,25.07,2608
2024-01-17 07:45:00,NVIDIA RTX 3090,10,63,223,167.5,6.87,2,0.61,128.43,6.83,3981
2024-01-17 07:50:00,NVIDIA RTX 3090,20,57,207,6.61,15.27,2,0.8,54.79,5.65,2470
2024-01-17 07:55:00,NVIDIA A100,10,55,95,23.15,49.11,13,0.92,52.31,7.98,2894
2024-01-17 08:00:00,NVIDIA A100,100,97,148,35.42,19.38,14,0.59,36.23,20.2,2132
2024-01-17 08:05:00,NVIDIA RTX 3090,20,96,182,31.7,32.91,7,0.78,144.15,50.86,2143
2024-01-17 08:10:00,NVIDIA A100,100,92,119,28.83,11.79,4,0.85,114.25,26.71,3631
2024-01-17 08:15:00,NVIDIA RTX 3090,50,93,86,13.11,2.96,12,0.58,85.13,41.28,3919
2024-01-17 08:20:00,NVIDIA A100,100,86,143,17.31,33.76,13,0.51,139.27,66.64,3433
2024-01-17 08:25:00,NVIDIA RTX 3090,50,58,295,13.62,28.24,14,0.64,67.36,57.97,3217
2024-01-17 08:30:00,NVIDIA RTX 3090,50,99,166,24.01,11.38,7,0.7,70.59,66.0,2840
2024-01-17 08:35:00,NVIDIA A100,100,85,110,33.97,3.24,13,0.77,107.25,14.71,2890
2024-01-17 08:40:00,NVIDIA A100,50,68,198,1.53,37.71,5,0.86,86.21,79.08,2023
2024-01-17 08:45:00,NVIDIA A100,10,93,278,51.98,10.7,5,0.61,114.57,14.66,3248
2024-01-17 08:50:00,NVIDIA RTX 3090,20,75,225,53.84,16.72,4,0.64,107.06,33.47,2429
2024-01-17 08:55:00,NVIDIA RTX 3090,10,87,146,71.22,16.22,12,0.81,34.95,63.67,3228
2024-01-17 09:00:00,NVIDIA RTX 3090,20,80,217,42.99,21.79,1,0.97,83.46,43.12,2113
2024-01-17 09:05:00,NVIDIA A100,20,96,131,15.51,36.06,3,0.64,102.6,21.45,2492
2024-01-17 09:10:00,NVIDIA A100,20,83,171,70.93,43.35,2,0.95,132.3,59.12,2100
2024-01-17 09:15:00,NVIDIA RTX 3090,100,92,221,15.65,41.97,4,0.81,146.57,33.64,2454
2024-01-17 09:20:00,NVIDIA RTX 3090,50,72,250,12.72,5.24,6,0.58,70.4,36.2,2426
2024-01-17 09:25:00,NVIDIA A100,100,61,294,30.15,6.63,10,0.61,93.18,29.41,3782
2024-01-17 09:30:00,NVIDIA A100,100,59,82,77.49,7.07,12,0.71,128.28,43.9,3743
2024-01-17 09:35:00,NVIDIA A100,20,58,105,10.05,17.1,5,0.82,22.63,49.62,3578
2024-01-17 09:40:00,NVIDIA A100,100,66,172,1.33,22.18,7,0.88,54.05,65.69,3827
2024-01-17 09:45:00,NVIDIA A100,20,61,144,39.19,22.46,3,0.52,145.72,75.01,2565
2024-01-17 09:50:00,NVIDIA RTX 3090,20,56,245,13.89,20.49,6,0.75,103.53,46.52,3403
2024-01-17 09:55:00,NVIDIA A100,10,73,81,40.68,35.36,14,0.6,42.54,73.52,2761
2024-01-17 10:00:00,NVIDIA RTX 3090,20,91,272,12.21,46.57,7,0.85,71.59,76.35,2064
2024-01-17 10:05:00,NVIDIA RTX 3090,10,64,56,17.42,37.39,7,0.86,28.8,29.97,2724
2024-01-17 10:10:00,NVIDIA A100,10,83,282,31.62,44.83,14,0.71,117.11,43.86,2648
2024-01-17 10:15:00,NVIDIA RTX 3090,100,99,279,21.07,4.36,6,0.74,125.54,63.27,2983
2024-01-17 10:20:00,NVIDIA RTX 3090,100,92,165,30.62,18.45,7,0.83,28.52,13.59,2755
2024-01-17 10:25:00,NVIDIA RTX 3090,50,53,248,7.39,40.78,10,0.69,136.38,44.91,2170
2024-01-17 10:30:00,NVIDIA RTX 3090,100,82,259,2.06,39.41,3,0.67,136.03,47.44,2180
2024-01-17 10:35:00,NVIDIA A100,50,89,104,156.49,10.77,6,0.55,117.68,41.2,2645
2024-01-17 10:40:00,NVIDIA RTX 3090,50,99,79,100.14,8.67,7,0.55,107.59,15.14,2026
2024-01-17 10:45:00,NVIDIA A100,10,75,137,41.87,28.71,4,0.96,90.53,31.1,2504
2024-01-17 10:50:00,NVIDIA A100,100,50,186,39.62,14.56,5,0.69,33.03,75.01,2842
2024-01-17 10:55:00,NVIDIA A100,50,68,50,14.14,14.35,8,0.83,82.64,25.22,3055
2024-01-17 11:00:00,NVIDIA RTX 3090,100,81,197,61.12,41.35,6,0.95,104.28,31.37,2178
2024-01-17 11:05:00,NVIDIA RTX 3090,50,62,97,11.27,7.58,5,0.98,145.74,79.83,3571
2024-01-17 11:10:00,NVIDIA A100,50,53,273,122.49,14.01,1,0.7,49.64,39.49,2215
2024-01-17 11:15:00,NVIDIA RTX 3090,100,85,82,54.09,5.53,9,0.86,149.59,67.29,2109
2024-01-17 11:20:00,NVIDIA RTX 3090,50,89,113,12.1,24.16,14,0.84,31.15,70.96,3251
2024-01-17 11:25:00,NVIDIA RTX 3090,50,58,255,37.36,6.98,9,0.7,115.18,21.24,2227
2024-01-17 11:30:00,NVIDIA RTX 3090,100,82,271,108.98,24.12,10,0.78,110.15,31.37,2206
2024-01-17 11:35:00,NVIDIA RTX 3090,100,55,98,7.14,9.91,5,0.89,77.75,53.39,2641
2024-01-17 11:40:00,NVIDIA RTX 3090,10,81,260,36.53,3.51,14,0.67,63.87,26.17,2228
2024-01-17 11:45:00,NVIDIA A100,20,65,159,2.28,13.52,3,0.77,74.91,36.01,3452
2024-01-17 11:50:00,NVIDIA A100,50,74,108,105.56,5.59,4,0.63,61.42,49.33,3069
2024-01-17 11:55:00,NVIDIA RTX 3090,100,84,207,12.24,26.37,3,0.74,44.22,70.93,3511
2024-01-17 12:00:00,NVIDIA RTX 3090,100,63,294,109.6,25.33,12,0.71,24.39,31.04,3774
2024-01-17 12:05:00,NVIDIA A100,50,75,159,33.34,32.8,14,0.95,15.0,29.17,2442
2024-01-17 12:10:00,NVIDIA A100,10,95,134,37.04,22.28,8,0.9,64.75,43.92,3096
2024-01-17 12:15:00,NVIDIA A100,100,70,199,26.45,33.71,6,0.61,42.43,8.73,3101
2024-01-17 12:20:00,NVIDIA RTX 3090,20,65,181,139.96,3.14,6,0.84,128.84,59.11,3788
2024-01-17 12:25:00,NVIDIA RTX 3090,100,59,264,48.96,33.5,9,0.92,136.29,61.7,3547
2024-01-17 12:30:00,NVIDIA RTX 3090,100,61,223,83.98,41.2,4,1.0,15.69,20.95,3279
2024-01-17 12:35:00,NVIDIA A100,100,98,219,21.42,35.37,2,0.89,25.06,16.77,3601
2024-01-17 12:40:00,NVIDIA RTX 3090,20,77,153,42.18,18.68,8,0.81,119.67,65.18,2723
2024-01-17 12:45:00,NVIDIA A100,50,56,211,6.89,13.29,6,0.97,110.37,79.52,3215
2024-01-17 12:50:00,NVIDIA RTX 3090,10,76,149,23.3,16.71,11,0.64,86.45,73.01,2053
2024-01-17 12:55:00,NVIDIA RTX 3090,10,84,212,11.94,15.27,3,0.87,42.08,35.86,3852
2024-01-17 13:00:00,NVIDIA A100,10,93,197,9.28,47.65,4,0.51,108.74,45.55,2644
2024-01-17 13:05:00,NVIDIA A100,10,94,213,16.76,18.09,14,0.68,114.69,5.52,3579
2024-01-17 13:10:00,NVIDIA RTX 3090,100,91,231,32.2,26.57,11,0.92,29.4,33.46,3743
2024-01-17 13:15:00,NVIDIA A100,50,61,299,2.74,31.74,7,0.86,113.37,78.52,3331
2024-01-17 13:20:00,NVIDIA A100,10,63,180,122.47,30.93,6,1.0,49.06,46.06,2037
2024-01-17 13:25:00,NVIDIA A100,50,64,70,105.19,41.46,2,0.57,115.38,47.61,2084
2024-01-17 13:30:00,NVIDIA RTX 3090,20,78,171,12.72,3.0,4,0.63,101.72,45.74,3832
2024-01-17 13:35:00,NVIDIA RTX 3090,50,69,285,9.19,32.9,13,0.94,76.92,6.54,3626
2024-01-17 13:40:00,NVIDIA A100,10,88,154,172.39,6.57,11,0.53,71.41,18.11,3273
2024-01-17 13:45:00,NVIDIA RTX 3090,100,74,148,26.69,15.59,10,0.67,38.38,10.94,2703
2024-01-17 13:50:00,NVIDIA A100,100,74,231,32.43,36.68,9,0.7,71.84,24.32,2258
2024-01-17 13:55:00,NVIDIA RTX 3090,20,73,279,98.55,26.41,12,0.89,86.14,57.89,2186
2024-01-17 14:00:00,NVIDIA RTX 3090,20,83,228,19.19,30.8,5,0.95,20.14,76.51,3803
2024-01-17 14:05:00,NVIDIA A100,100,56,181,19.9,38.22,8,0.72,118.94,63.88,3929
2024-01-17 14:10:00,NVIDIA RTX 3090,20,56,232,23.56,7.32,3,0.94,98.87,33.56,2850
2024-01-17 14:15:00,NVIDIA RTX 3090,10,59,290,1.77,31.58,4,0.8,51.54,8.62,3669
2024-01-17 14:20:00,NVIDIA A100,100,83,260,38.43,38.52,9,0.54,99.25,5.39,2730
2024-01-17 14:25:00,NVIDIA A100,20,71,83,109.38,5.89,8,0.56,98.18,26.73,2131
2024-01-17 14:30:00,NVIDIA A100,10,78,189,2.02,36.4,13,0.58,57.1,8.16,2144
2024-01-17 14:35:00,NVIDIA A100,100,61,88,41.6,45.56,8,0.57,63.07,37.8,2124
2024-01-17 14:40:00,NVIDIA RTX 3090,10,83,162,77.02,32.49,7,0.55,71.58,71.89,2190
2024-01-17 14:45:00,NVIDIA RTX 3090,10,99,198,11.34,19.79,14,0.79,108.94,11.21,2845
2024-01-17 14:50:00,NVIDIA A100,10,90,273,25.12,2.35,10,0.91,68.94,59.78,2118
2024-01-17 14:55:00,NVIDIA A100,100,56,136,19.65,21.5,1,0.56,138.53,29.22,2341
2024-01-17 15:00:00,NVIDIA RTX 3090,50,50,236,5.51,40.57,14,0.62,92.41,33.2,2316
2024-01-17 15:05:00,NVIDIA RTX 3090,20,90,117,64.04,6.85,4,0.93,16.33,9.1,3359
2024-01-17 15:10:00,NVIDIA RTX 3090,100,67,246,27.63,43.08,1,0.6,61.34,32.0,2059
2024-01-17 15:15:00,NVIDIA A100,50,66,256,4.13,1.36,11,0.77,117.59,17.25,2720
2024-01-17 15:20:00,NVIDIA RTX 3090,100,88,98,83.28,32.11,4,0.76,128.88,71.1,3039
2024-01-17 15:25:00,NVIDIA A100,20,85,148,44.76,48.15,1,0.74,99.03,46.17,2474
2024-01-17 15:30:00,NVIDIA RTX 3090,50,78,81,102.94,33.67,4,0.83,28.9,59.38,2757
2024-01-17 15:35:00,NVIDIA A100,50,93,255,12.29,30.94,9,0.93,60.79,64.01,3132
2024-01-17 15:40:00,NVIDIA A100,20,69,219,45.01,5.61,7,1.0,116.36,21.23,2102
2024-01-17 15:45:00,NVIDIA RTX 3090,10,52,127,1.71,49.27,10,0.91,137.79,21.42,2439
2024-01-17 15:50:00,NVIDIA A100,100,98,58,40.9,13.88,9,0.94,100.77,61.71,2825
2024-01-17 15:55:00,NVIDIA RTX 3090,50,60,284,8.31,37.14,3,0.73,28.93,7.16,3944
2024-01-17 16:00:00,NVIDIA RTX 3090,10,55,85,36.79,39.82,6,0.62,72.25,36.95,3330
2024-01-17 16:05:00,NVIDIA A100,10,64,286,50.13,12.76,1,0.67,36.25,65.12,2404
2024-01-17 16:10:00,NVIDIA RTX 3090,10,93,165,167.32,20.01,6,0.85,59.81,36.89,3604
2024-01-17 16:15:00,NVIDIA RTX 3090,100,76,203,127.66,29.35,8,0.81,39.9,41.97,3003
2024-01-17 16:20:00,NVIDIA A100,100,56,94,9.69,40.09,4,0.95,106.0,16.04,3383
2024-01-17 16:25:00,NVIDIA RTX 3090,10,98,119,3.83,33.78,5,0.95,149.29,70.2,3390
2024-01-17 16:30:00,NVIDIA A100,100,65,193,38.8,38.27,9,0.54,46.8,64.01,3764
2024-01-17 16:35:00,NVIDIA A100,50,73,273,4.72,48.82,5,0.98,10.7,36.23,2799
2024-01-17 16:40:00,NVIDIA RTX 3090,100,56,86,13.84,41.83,1,0.65,132.69,49.97,2195
2024-01-17 16:45:00,NVIDIA A100,10,56,77,8.8,45.48,7,0.87,113.72,17.3,2748
2024-01-17 16:50:00,NVIDIA A100,10,92,164,40.75,34.44,7,0.63,137.73,18.03,2516
2024-01-17 16:55:00,NVIDIA RTX 3090,100,81,147,5.77,44.75,4,0.93,142.66,52.7,2348
2024-01-17 17:00:00,NVIDIA RTX 3090,50,88,204,174.34,48.09,11,0.71,133.23,27.55,3627
2024-01-17 17:05:00,NVIDIA A100,10,70,100,6.16,45.85,12,0.77,148.35,11.88,3870
2024-01-17 17:10:00,NVIDIA RTX 3090,10,89,294,114.86,27.61,11,0.86,78.81,32.43,3680
2024-01-17 17:15:00,NVIDIA RTX 3090,20,79,71,135.69,9.1,11,0.76,72.08,41.11,2978
2024-01-17 17:20:00,NVIDIA A100,20,67,238,168.5,2.18,3,0.79,46.18,60.74,3339
2024-01-17 17:25:00,NVIDIA RTX 3090,20,68,139,33.87,11.64,6,0.97,52.34,66.99,3556
2024-01-17 17:30:00,NVIDIA RTX 3090,10,83,167,61.7,32.24,13,0.53,75.8,53.5,3006
2024-01-17 17:35:00,NVIDIA A100,50,96,295,12.48,45.11,1,0.8,127.03,73.78,2138
2024-01-17 17:40:00,NVIDIA RTX 3090,100,50,252,8.81,5.16,9,0.69,56.4,59.8,3541
2024-01-17 17:45:00,NVIDIA RTX 3090,20,77,222,4.01,43.46,12,0.5,56.96,65.13,2699
2024-01-17 17:50:00,NVIDIA RTX 3090,100,84,81,119.73,13.16,14,0.77,94.73,32.1,3643
2024-01-17 17:55:00,NVIDIA RTX 3090,10,65,132,14.32,22.64,3,0.71,146.14,7.37,2495
2024-01-17 18:00:00,NVIDIA A100,50,55,233,67.44,36.03,4,0.56,38.88,16.97,3449
2024-01-17 18:05:00,NVIDIA RTX 3090,50,51,183,41.98,2.46,7,0.77,108.6,24.35,3804
2024-01-17 18:10:00,NVIDIA RTX 3090,20,99,84,8.86,17.81,3,0.93,129.98,13.4,3226
2024-01-17 18:15:00,NVIDIA RTX 3090,100,75,198,43.17,14.09,7,0.56,66.14,77.86,2698
2024-01-17 18:20:00,NVIDIA RTX 3090,50,65,106,124.94,17.89,13,0.5,127.4,17.88,2571
2024-01-17 18:25:00,NVIDIA A100,20,96,264,32.5,3.39,1,0.86,73.24,68.32,2837
2024-01-17 18:30:00,NVIDIA RTX 3090,100,98,114,23.15,24.31,4,0.63,31.83,78.9,2633
2024-01-17 18:35:00,NVIDIA RTX 3090,20,93,191,5.59,45.11,11,0.91,29.26,49.98,2391
2024-01-17 18:40:00,NVIDIA RTX 3090,20,62,50,23.72,2.32,11,1.0,86.84,71.54,2859
2024-01-17 18:45:00,NVIDIA RTX 3090,100,50,71,132.69,11.36,6,0.95,97.7,19.41,3081
2024-01-17 18:50:00,NVIDIA RTX 3090,10,55,278,13.42,4.84,4,0.54,94.78,16.16,3035
2024-01-17 18:55:00,NVIDIA A100,20,67,80,154.94,25.13,9,0.55,95.21,52.17,2062
2024-01-17 19:00:00,NVIDIA RTX 3090,10,65,242,21.63,1.76,2,0.95,43.1,6.4,3774
2024-01-17 19:05:00,NVIDIA A100,50,50,68,23.54,8.59,8,0.9,22.17,13.82,3079
2024-01-17 19:10:00,NVIDIA A100,20,50,141,42.05,14.82,2,0.86,15.53,76.32,2495
2024-01-17 19:15:00,NVIDIA A100,20,88,269,82.23,49.12,9,0.95,133.3,64.46,2758
2024-01-17 19:20:00,NVIDIA A100,50,94,53,139.03,1.25,1,0.6,52.15,49.39,2681
2024-01-17 19:25:00,NVIDIA RTX 3090,100,66,215,31.16,1.43,14,0.54,142.25,56.83,2102
2024-01-17 19:30:00,NVIDIA A100,10,76,248,4.23,44.13,13,0.57,33.03,52.73,2443
2024-01-17 19:35:00,NVIDIA RTX 3090,10,90,156,32.81,29.19,5,0.6,21.8,39.07,2898
2024-01-17 19:40:00,NVIDIA A100,10,93,190,44.68,30.52,6,0.7,131.24,66.11,2505
2024-01-17 19:45:00,NVIDIA RTX 3090,10,55,72,14.96,19.68,10,0.57,54.39,18.99,3408
2024-01-17 19:50:00,NVIDIA RTX 3090,20,65,52,65.31,11.3,4,0.83,40.62,17.96,2002
2024-01-17 19:55:00,NVIDIA RTX 3090,10,53,69,45.64,49.69,9,0.76,12.2,69.73,2374
2024-01-17 20:00:00,NVIDIA A100,20,62,179,9.81,3.56,11,0.86,109.57,25.08,3300
2024-01-17 20:05:00,NVIDIA RTX 3090,50,92,297,24.52,26.34,2,0.67,93.97,35.24,2193
2024-01-17 20:10:00,NVIDIA A100,10,50,217,39.61,37.45,13,0.92,128.96,27.89,3034
2024-01-17 20:15:00,NVIDIA A100,100,53,241,6.19,4.51,1,0.81,87.84,47.58,3805
2024-01-17 20:20:00,NVIDIA A100,20,88,55,10.46,3.7,14,0.81,103.09,43.38,3100
2024-01-17 20:25:00,NVIDIA RTX 3090,100,50,111,2.42,43.98,8,0.71,90.76,35.56,3996
2024-01-17 20:30:00,NVIDIA RTX 3090,50,96,95,79.36,39.7,3,0.82,69.46,40.42,3355
2024-01-17 20:35:00,NVIDIA A100,50,50,50,72.09,46.53,3,0.98,94.89,43.72,3578
2024-01-17 20:40:00,NVIDIA A100,20,55,253,74.61,10.71,13,0.76,126.82,66.31,2703
2024-01-17 20:45:00,NVIDIA A100,10,94,239,60.13,40.71,1,0.85,12.15,45.06,3787
2024-01-17 20:50:00,NVIDIA RTX 3090,100,72,61,63.75,46.06,8,0.57,92.63,69.96,3677
2024-01-17 20:55:00,NVIDIA RTX 3090,50,66,144,57.09,15.5,2,0.99,24.02,53.01,3862
2024-01-17 21:00:00,NVIDIA RTX 3090,20,72,299,313.33,42.88,9,0.72,145.79,43.41,2949
2024-01-17 21:05:00,NVIDIA A100,50,62,112,59.25,32.39,10,0.54,39.79,36.38,2136
2024-01-17 21:10:00,NVIDIA RTX 3090,100,91,168,65.38,15.2,7,0.79,18.91,78.34,2051
2024-01-17 21:15:00,NVIDIA A100,20,58,206,5.73,19.75,9,0.51,39.27,7.47,2501
2024-01-17 21:20:00,NVIDIA RTX 3090,50,60,60,42.21,12.38,14,0.54,61.22,68.27,2887
2024-01-17 21:25:00,NVIDIA A100,100,93,127,1.95,10.18,10,0.89,129.97,58.4,3371
2024-01-17 21:30:00,NVIDIA RTX 3090,10,73,292,44.63,17.98,14,0.59,77.77,11.94,3235
2024-01-17 21:35:00,NVIDIA RTX 3090,10,65,166,42.0,38.78,2,0.84,36.19,35.58,2148
2024-01-17 21:40:00,NVIDIA A100,10,65,185,24.31,32.33,8,0.82,20.62,64.51,2219
2024-01-17 21:45:00,NVIDIA RTX 3090,10,82,200,7.25,39.1,5,0.94,96.71,10.66,2290
2024-01-17 21:50:00,NVIDIA A100,50,70,52,0.36,25.03,2,0.74,17.09,32.12,3268
2024-01-17 21:55:00,NVIDIA RTX 3090,50,86,268,3.47,47.75,5,0.83,113.37,8.43,3504
2024-01-17 22:00:00,NVIDIA RTX 3090,10,60,201,9.5,42.28,9,0.59,63.59,30.06,3041
2024-01-17 22:05:00,NVIDIA RTX 3090,10,68,250,26.1,5.72,6,0.9,133.14,15.59,2482
2024-01-17 22:10:00,NVIDIA A100,20,80,78,29.85,31.85,12,0.76,145.14,21.71,2131
2024-01-17 22:15:00,NVIDIA A100,50,82,252,1.54,19.18,7,0.58,24.92,51.87,3424
2024-01-17 22:20:00,NVIDIA A100,20,59,270,66.68,27.75,3,0.55,102.69,36.65,3906
2024-01-17 22:25:00,NVIDIA RTX 3090,50,95,84,15.99,33.95,13,0.74,73.15,7.67,3453
2024-01-17 22:30:00,NVIDIA RTX 3090,10,68,185,5.91,12.31,2,0.82,62.77,19.2,2795
