mcs_dl_i,mcs_ul_i,dl_kbps_i,ul_kbps_i,cpu_set,cpu_i,explode,predicted_dl_kbps,recommended_cpu_cores,recommended_mcs_dl,power_optimization,load_balancing
1,18,91438,15179,Core 0-3,0.4773428829984322,0,0.6198954874831744,Core 0-3,0,Reduce Power,Normal Operation
4,28,49123,34385,Core 4-7,0.7326667234213597,0,0.7140185387191447,Core 0-3,3,Reduce Power,Normal Operation
12,19,97679,34673,Core 4-7,0.755678630817294,0,0.6267162998231541,Core 0-3,11,Reduce Power,Normal Operation
28,4,42629,45399,Core 4-7,0.6345145162664227,0,0.7695500364494618,Core 0-3,27,Reduce Power,Normal Operation
27,22,95188,48365,Core 4-7,0.0414236469360421,0,0.6727036589034711,Core 0-3,26,Reduce Power,Normal Operation
24,22,61821,38682,Core 0-3,0.5350539128566593,0,0.7574589529600979,Core 0-3,23,Reduce Power,Normal Operation
10,23,12026,39609,Core 4-7,0.1151730346820129,0,0.6721699350298332,Core 0-3,9,Reduce Power,Normal Operation
23,5,92952,4674,Core 0-3,0.5763019530203154,0,0.7735541726341486,Core 0-3,22,Reduce Power,Normal Operation
25,7,92064,17561,Core 4-7,0.8206665337389121,0,0.6383537685634003,Core 0-3,24,Reduce Power,Normal Operation
21,2,27209,42010,Core 0-3,0.728495584601221,0,0.7111629107665932,Core 0-3,20,Reduce Power,Normal Operation
29,1,15563,25895,Core 4-7,0.4462561880989094,0,0.6168940859234513,Core 0-3,28,Reduce Power,Normal Operation
26,12,5223,713,Core 4-7,0.4679709254222141,0,0.5951080488134244,Core 0-3,25,Reduce Power,Normal Operation
20,10,4713,34934,Core 0-3,0.1322594204076872,0,0.6711479666508944,Core 0-3,19,Reduce Power,Normal Operation
24,8,23297,13776,Core 0-3,0.5026731247052507,0,0.6942375713191568,Core 0-3,23,Reduce Power,Normal Operation
25,1,85446,9585,Core 4-7,0.4590560591546596,0,0.6205358725756682,Core 0-3,24,Reduce Power,Normal Operation
13,12,89418,45536,Core 0-3,0.2487688469381366,0,0.6638838565078928,Core 0-3,12,Reduce Power,Normal Operation
23,2,45717,28981,Core 0-3,0.3037564802773179,0,0.636329343235634,Core 0-3,22,Reduce Power,Normal Operation
14,27,68783,31776,Core 0-3,0.2603645571847828,0,0.6540533089754718,Core 0-3,13,Reduce Power,Normal Operation
23,28,24155,25097,Core 0-3,0.9295584824497892,0,0.5952359555467526,Core 0-3,22,Reduce Power,Normal Operation
5,10,96384,22744,Core 4-7,0.5238779848304744,0,0.7776401230398213,Core 0-3,4,Reduce Power,Normal Operation
4,22,78490,31101,Core 0-3,0.6508033243779465,0,0.7286996548666994,Core 0-3,3,Reduce Power,Normal Operation
14,17,13087,34529,Core 4-7,0.6831920618088794,0,0.7448593894686906,Core 0-3,13,Reduce Power,Normal Operation
10,26,23055,21764,Core 0-3,0.8224084068426408,0,0.6426557105384828,Core 0-3,9,Reduce Power,Normal Operation
17,3,28571,14390,Core 4-7,0.8160924310193831,0,0.6310827266021439,Core 0-3,16,Reduce Power,Normal Operation
10,7,20739,46812,Core 4-7,0.688819464624381,0,0.7570990390071348,Core 0-3,9,Reduce Power,Normal Operation
26,12,97638,43352,Core 4-7,0.1957066350692587,0,0.6730206747775349,Core 0-3,25,Reduce Power,Normal Operation
7,8,49651,48407,Core 4-7,0.6905778222554544,0,0.7528987677859547,Core 0-3,6,Reduce Power,Normal Operation
16,20,2703,21558,Core 0-3,0.4200832009030296,0,0.6172642413863865,Core 0-3,15,Reduce Power,Normal Operation
1,12,14135,16621,Core 0-3,0.2473659306050228,0,0.6638838565078928,Core 0-3,0,Reduce Power,Normal Operation
17,3,53071,38464,Core 4-7,0.4255757960931321,0,0.6237192186046375,Core 0-3,16,Reduce Power,Normal Operation
21,17,1644,37852,Core 0-3,0.5306325164728558,0,0.7667096790832402,Core 0-3,20,Reduce Power,Normal Operation
29,28,33199,5521,Core 0-3,0.0,0,0.6727036589034711,Core 0-3,28,Reduce Power,Normal Operation
9,9,85119,23114,Core 4-7,0.5801173629821509,0,0.7608517532015198,Core 0-3,8,Reduce Power,Normal Operation
6,10,92163,43450,Core 0-3,0.7273645677929101,0,0.7199628224711487,Core 0-3,5,Reduce Power,Normal Operation
19,22,12713,45777,Core 0-3,0.5173476319785975,0,0.7515384224153506,Core 0-3,18,Reduce Power,Normal Operation
13,6,17444,43920,Core 0-3,0.2835534061529029,0,0.6426069195318572,Core 0-3,12,Reduce Power,Normal Operation
3,25,67223,3131,Core 0-3,0.6219882873232805,0,0.7893298417907383,Core 0-3,2,Reduce Power,Normal Operation
7,1,69169,6845,Core 4-7,0.4946040361824115,0,0.670908833376188,Core 0-3,6,Reduce Power,Normal Operation
22,22,69447,41364,Core 4-7,0.8482988162755325,0,0.5771304403919593,Core 0-3,21,Reduce Power,Normal Operation
9,12,34957,48174,Core 0-3,0.0404035458221729,0,0.6727036589034711,Core 0-3,8,Reduce Power,Normal Operation
22,5,35691,27344,Core 4-7,0.0,0,0.6727036589034711,Core 0-3,21,Reduce Power,Normal Operation
5,13,72764,6800,Core 4-7,0.4801835641286291,0,0.6307814975225695,Core 0-3,4,Reduce Power,Normal Operation
10,27,58424,39112,Core 4-7,0.4078180251436695,0,0.6145164449272034,Core 0-3,9,Reduce Power,Normal Operation
23,15,34244,19060,Core 4-7,0.5538798817352253,0,0.7545303328454454,Core 0-3,22,Reduce Power,Normal Operation
17,22,53924,5862,Core 0-3,0.5833936295953135,0,0.7830607846032009,Core 0-3,16,Reduce Power,Normal Operation
12,11,88917,8597,Core 0-3,0.803911868095466,0,0.6108970000883914,Core 0-3,11,Reduce Power,Normal Operation
23,8,78837,6099,Core 0-3,0.4517970575107148,0,0.6183737998734066,Core 0-3,22,Reduce Power,Normal Operation
16,5,76584,25952,Core 4-7,0.5899743151877982,1,0.7934575492570353,Core 0-3,15,Reduce Power,Normal Operation
3,2,33386,47873,Core 0-3,0.236914038096986,0,0.6638501041453998,Core 0-3,2,Reduce Power,Normal Operation
25,12,85463,4758,Core 0-3,0.9930176836855336,0,0.5855964725558388,Core 0-3,24,Reduce Power,Normal Operation
22,28,1472,26030,Core 0-3,0.7212018387563324,0,0.7318707684841335,Core 0-3,21,Reduce Power,Normal Operation
9,2,99719,7140,Core 4-7,0.6765092517541191,0,0.7499305674047011,Core 0-3,8,Reduce Power,Normal Operation
29,26,7121,37556,Core 0-3,0.3385817434445769,0,0.6434619528416853,Core 0-3,28,Reduce Power,Normal Operation
15,16,92049,17761,Core 4-7,0.7724775037524985,0,0.6029623703562776,Core 0-3,14,Reduce Power,Normal Operation
5,21,50238,38327,Core 4-7,0.7026576915076089,0,0.7367150755601735,Core 0-3,4,Reduce Power,Normal Operation
23,3,58194,15641,Core 4-7,0.6279043278248636,0,0.7769244722667756,Core 0-3,22,Reduce Power,Normal Operation
13,10,55277,27252,Core 4-7,0.4795503370048191,0,0.6230193054042635,Core 0-3,12,Reduce Power,Normal Operation
14,19,15030,24048,Core 4-7,0.2897077650980326,0,0.6426069195318572,Core 0-3,13,Reduce Power,Normal Operation
20,8,7854,35868,Core 0-3,0.4886943979106534,0,0.6571805222651145,Core 0-3,19,Reduce Power,Normal Operation
15,7,47029,16402,Core 4-7,0.3425406489913406,0,0.6465889799056458,Core 0-3,14,Reduce Power,Normal Operation
16,1,52214,28183,Core 4-7,0.5766624404072579,0,0.7735541726341486,Core 0-3,15,Reduce Power,Normal Operation
23,12,89259,19292,Core 4-7,0.2798320371515155,0,0.6422486669766547,Core 0-3,22,Reduce Power,Normal Operation
13,29,41732,38128,Core 0-3,0.3564628725868278,0,0.6303949641873497,Core 0-3,12,Reduce Power,Normal Operation
17,28,52579,43433,Core 0-3,0.0833162727740393,0,0.6720172483895774,Core 0-3,16,Reduce Power,Normal Operation
23,5,13050,2834,Core 0-3,0.6063851900433008,0,0.8092601412315501,Core 0-3,22,Reduce Power,Normal Operation
8,16,88696,1267,Core 0-3,0.586558841096759,0,0.7858773474994081,Core 0-3,7,Reduce Power,Normal Operation
21,25,60885,32144,Core 4-7,0.3987577189277508,0,0.6134197545128243,Core 0-3,20,Reduce Power,Normal Operation
2,4,65236,27492,Core 4-7,0.0120318202284353,0,0.6727036589034711,Core 0-3,1,Reduce Power,Normal Operation
5,17,97065,30070,Core 0-3,0.1624640516151849,0,0.6711238236683635,Core 0-3,4,Reduce Power,Normal Operation
6,24,30768,12237,Core 4-7,0.5201086099790285,0,0.7522454647358472,Core 0-3,5,Reduce Power,Normal Operation
12,21,92376,13872,Core 0-3,0.7001120392319384,0,0.7447276677774808,Core 0-3,11,Reduce Power,Normal Operation
18,2,4790,27385,Core 0-3,0.3018226513411201,0,0.636329343235634,Core 0-3,17,Reduce Power,Normal Operation
22,12,55534,21090,Core 0-3,0.7419330283637098,0,0.7021175606465251,Core 0-3,21,Reduce Power,Normal Operation
22,1,30638,40353,Core 4-7,0.8359064370933231,0,0.6178095015361588,Core 0-3,21,Reduce Power,Normal Operation
1,12,72482,1244,Core 0-3,0.5909284406895017,0,0.7915792908190743,Core 0-3,0,Reduce Power,Normal Operation
17,12,13932,27658,Core 0-3,0.7086227474595618,0,0.7279367444892624,Core 0-3,16,Reduce Power,Normal Operation
11,12,67558,21058,Core 4-7,0.2747857873649736,0,0.6462112486595243,Core 0-3,10,Reduce Power,Normal Operation
10,19,58675,32759,Core 4-7,0.1437972164835864,0,0.6743669912103033,Core 0-3,9,Reduce Power,Normal Operation
19,25,33829,21950,Core 4-7,0.872204949300434,0,0.5809319182041879,Core 0-3,18,Reduce Power,Normal Operation
14,17,69576,37429,Core 4-7,0.3019593483948127,0,0.636329343235634,Core 0-3,13,Reduce Power,Normal Operation
26,20,12828,47089,Core 4-7,0.7303530167275538,0,0.7090033855261173,Core 0-3,25,Reduce Power,Normal Operation
10,24,34747,10086,Core 4-7,0.5838937332436545,0,0.784507187979897,Core 0-3,9,Reduce Power,Normal Operation
15,24,7177,786,Core 0-3,0.8520642122163804,0,0.5766964649192969,Core 0-3,14,Reduce Power,Normal Operation
28,26,62310,3747,Core 4-7,0.6551430196512356,0,0.7390223053372238,Core 0-3,27,Reduce Power,Normal Operation
19,28,50857,32474,Core 4-7,0.2654572777993664,0,0.6520165376497269,Core 0-3,18,Reduce Power,Normal Operation
4,11,56312,44062,Core 4-7,0.4307540180689654,0,0.6218624847588291,Core 0-3,3,Reduce Power,Normal Operation
2,13,42116,5599,Core 0-3,0.6402386877156501,1,0.7698599256408363,Core 0-3,1,Reduce Power,Normal Operation
9,27,61784,16887,Core 4-7,0.3902184850116484,0,0.5965728434936466,Core 0-3,8,Reduce Power,Normal Operation
10,8,50241,49329,Core 0-3,0.7092411185208115,0,0.7223012123376189,Core 0-3,9,Reduce Power,Normal Operation
28,10,53978,22819,Core 0-3,0.5192280873779593,0,0.7522454647358472,Core 0-3,27,Reduce Power,Normal Operation
11,8,54556,911,Core 0-3,0.7132209333077919,0,0.7280827924836071,Core 0-3,10,Reduce Power,Normal Operation
14,20,91983,21229,Core 0-3,0.7257978394247198,0,0.7301491238044872,Core 0-3,13,Reduce Power,Normal Operation
7,8,46034,20611,Core 4-7,0.5620909689698999,0,0.7802533518547229,Core 0-3,6,Reduce Power,Normal Operation
23,9,79556,47066,Core 4-7,0.4730966747388135,0,0.5969871470073241,Core 0-3,22,Reduce Power,Normal Operation
15,7,64662,16204,Core 4-7,0.3929151796659258,1,0.5965728434936466,Core 0-3,14,Reduce Power,Normal Operation
22,14,45211,10609,Core 4-7,0.2708756935639307,0,0.6492685072881058,Core 0-3,21,Reduce Power,Normal Operation
19,28,23305,1856,Core 4-7,0.8439523279205219,0,0.5994388144212643,Core 0-3,18,Reduce Power,Normal Operation
22,2,96480,31672,Core 4-7,0.5159708179424582,0,0.754621689425458,Core 0-3,21,Reduce Power,Normal Operation
15,25,20643,8849,Core 0-3,0.4504963396614979,0,0.6183737998734066,Core 0-3,14,Reduce Power,Normal Operation
28,11,76328,18484,Core 0-3,0.453350387281291,0,0.6219647075154797,Core 0-3,27,Reduce Power,Normal Operation
24,8,62973,27960,Core 4-7,0.4894630149749109,0,0.6495204243763524,Core 0-3,23,Reduce Power,Normal Operation
8,13,16517,38974,Core 4-7,0.402020139479904,0,0.6134197545128243,Core 0-3,7,Reduce Power,Normal Operation
11,21,63702,44949,Core 4-7,0.3856921877751033,0,0.6042207692738254,Core 0-3,10,Reduce Power,Normal Operation
29,15,91359,7696,Core 4-7,0.2271471850861843,0,0.6638501041453998,Core 0-3,28,Reduce Power,Normal Operation
9,28,41923,21957,Core 4-7,0.5092357448025467,0,0.6958963973418997,Core 0-3,8,Reduce Power,Normal Operation
15,3,42213,14049,Core 4-7,0.7612170507664135,0,0.6164475416185833,Core 0-3,14,Reduce Power,Normal Operation
1,23,88356,49804,Core 0-3,0.3554901139833916,0,0.6238461026121145,Core 0-3,0,Reduce Power,Normal Operation
1,14,74810,10321,Core 0-3,0.6104016806005709,0,0.8155198849281633,Core 0-3,0,Reduce Power,Normal Operation
19,15,2705,36064,Core 4-7,0.6150010160375304,0,0.7993398032018969,Core 0-3,18,Reduce Power,Normal Operation
3,2,53766,11573,Core 4-7,0.5803499057611138,0,0.7581427852983744,Core 0-3,2,Reduce Power,Normal Operation
10,29,12842,7782,Core 4-7,0.8748868914299632,0,0.5812844001051051,Core 0-3,9,Reduce Power,Normal Operation
8,19,70063,40219,Core 0-3,0.620356221048434,0,0.79094814600015,Core 0-3,7,Reduce Power,Normal Operation
15,12,63690,19689,Core 0-3,0.5134403133900901,0,0.7376167900234478,Core 0-3,14,Reduce Power,Normal Operation
10,25,82363,37348,Core 0-3,0.5670772528633498,0,0.7838423516555804,Core 0-3,9,Reduce Power,Normal Operation
1,20,21700,44930,Core 0-3,0.6692195239790437,0,0.7553226335182184,Core 0-3,0,Reduce Power,Normal Operation
29,4,7688,9747,Core 0-3,0.8479981589724827,0,0.5771304403919593,Core 0-3,28,Reduce Power,Normal Operation
18,3,3308,11271,Core 4-7,0.4521382910820672,0,0.6183737998734066,Core 0-3,17,Reduce Power,Normal Operation
2,5,14351,44225,Core 4-7,0.5359044748278897,1,0.7574589529600979,Core 0-3,1,Reduce Power,Normal Operation
19,3,81390,22734,Core 0-3,1.0,0,0.5645031472978264,Core 0-3,18,Reduce Power,Normal Operation
13,25,65428,24246,Core 4-7,0.4901919076928973,0,0.6485013049943885,Core 0-3,12,Reduce Power,Normal Operation
22,15,15558,34596,Core 0-3,0.4818416841696639,0,0.6374229321679956,Core 0-3,21,Reduce Power,Normal Operation
1,19,15120,12736,Core 0-3,0.33209142094856,0,0.6371163181906482,Core 0-3,0,Reduce Power,Normal Operation
2,2,53255,36421,Core 0-3,0.5167522659149887,0,0.7515384224153506,Core 0-3,1,Reduce Power,Normal Operation
29,12,63495,25076,Core 4-7,0.4851645162041831,0,0.6507655801204093,Core 0-3,28,Reduce Power,Normal Operation
16,5,97266,666,Core 4-7,0.5786520834187113,0,0.7806414608813382,Core 0-3,15,Reduce Power,Normal Operation
15,22,37181,15152,Core 4-7,0.5541448258082203,0,0.7492162208846865,Core 0-3,14,Reduce Power,Normal Operation
13,17,65009,20138,Core 4-7,0.1052838172732827,0,0.6721699350298332,Core 0-3,12,Reduce Power,Normal Operation
16,14,83839,21944,Core 4-7,0.2386132040483701,0,0.6638501041453998,Core 0-3,15,Reduce Power,Normal Operation
17,28,68203,15733,Core 0-3,0.4677209344072405,0,0.5957982020052246,Core 0-3,16,Reduce Power,Normal Operation
21,27,68180,2385,Core 0-3,0.4149578130677573,0,0.6183658175644734,Core 0-3,20,Reduce Power,Normal Operation
29,22,68203,30864,Core 0-3,0.2931122285597257,0,0.6336954572625931,Core 0-3,28,Reduce Power,Normal Operation
29,10,42636,15208,Core 4-7,0.1319622580928409,0,0.6711479666508944,Core 0-3,28,Reduce Power,Normal Operation
7,3,91880,40797,Core 4-7,0.8249360722770758,0,0.6374917085678927,Core 0-3,6,Reduce Power,Normal Operation
24,4,94199,34167,Core 4-7,0.8214349775324674,0,0.6347603202216597,Core 0-3,23,Reduce Power,Normal Operation
26,6,88956,35516,Core 0-3,0.6514229694911071,0,0.7273231820674922,Core 0-3,25,Reduce Power,Normal Operation
17,24,83586,44723,Core 0-3,0.3828682038737837,0,0.6042962851171109,Core 0-3,16,Reduce Power,Normal Operation
7,25,36843,3912,Core 0-3,0.793867428912369,0,0.5774925397920758,Core 0-3,6,Reduce Power,Normal Operation
13,22,18754,12269,Core 4-7,0.356198383951395,1,0.6303949641873497,Core 0-3,12,Reduce Power,Normal Operation
5,16,61773,16447,Core 4-7,0.587045483450402,0,0.7869256413616492,Core 0-3,4,Reduce Power,Normal Operation
26,7,60111,43647,Core 0-3,0.3419758438620402,0,0.6465889799056458,Core 0-3,25,Reduce Power,Normal Operation
17,15,60502,6949,Core 0-3,0.5048411397538829,0,0.6991436111606464,Core 0-3,16,Reduce Power,Normal Operation
3,21,86183,42679,Core 0-3,0.5973417694873182,0,0.7582292245979098,Core 0-3,2,Reduce Power,Normal Operation
7,28,13426,36400,Core 0-3,0.2005625431355901,0,0.6730206747775349,Core 0-3,6,Reduce Power,Normal Operation
26,25,99859,41423,Core 4-7,0.4155214790658753,0,0.6183658175644734,Core 0-3,25,Reduce Power,Normal Operation
17,20,64764,8636,Core 0-3,0.5501874322732854,0,0.7562779358253513,Core 0-3,16,Reduce Power,Normal Operation
7,26,90027,33627,Core 4-7,0.2491465713796029,0,0.6638838565078928,Core 0-3,6,Reduce Power,Normal Operation
21,11,28063,6950,Core 4-7,0.3114267392007538,0,0.6302639084932625,Core 0-3,20,Reduce Power,Normal Operation
1,22,31188,43499,Core 4-7,0.5502349800669164,0,0.7562779358253513,Core 0-3,0,Reduce Power,Normal Operation
17,21,95059,24531,Core 4-7,0.3930696672016531,0,0.5999652778416895,Core 0-3,16,Reduce Power,Normal Operation
17,1,34630,31552,Core 4-7,0.2540812806608347,0,0.6620051753312097,Core 0-3,16,Reduce Power,Normal Operation
11,5,1425,11846,Core 0-3,0.5059269000731836,0,0.6903450087021302,Core 0-3,10,Reduce Power,Normal Operation
25,13,52095,15352,Core 4-7,0.58700655576025,0,0.7869683405355024,Core 0-3,24,Reduce Power,Normal Operation
27,21,16821,7567,Core 0-3,0.948868678706486,0,0.6068373129330867,Core 0-3,26,Reduce Power,Normal Operation
29,14,11269,31985,Core 0-3,0.5168492197358346,0,0.7515384224153506,Core 0-3,28,Reduce Power,Normal Operation
3,9,37248,10189,Core 4-7,0.5022113104401634,0,0.6942375713191568,Core 0-3,2,Reduce Power,Normal Operation
15,17,40528,18301,Core 0-3,0.4430919094558177,0,0.6171950645493726,Core 0-3,14,Reduce Power,Normal Operation
29,15,16651,41035,Core 0-3,0.7298251782939934,0,0.7090033855261173,Core 0-3,28,Reduce Power,Normal Operation
21,21,76633,24772,Core 0-3,0.565182951800855,0,0.7840007112142564,Core 0-3,20,Reduce Power,Normal Operation
11,7,34687,4263,Core 0-3,0.6671445890685346,0,0.741465130532159,Core 0-3,10,Reduce Power,Normal Operation
26,27,44335,40196,Core 4-7,0.5444908218656483,0,0.7618255912184463,Core 0-3,25,Reduce Power,Normal Operation
28,22,559,30575,Core 0-3,0.682862251794718,0,0.7448593894686906,Core 0-3,27,Reduce Power,Normal Operation
16,22,86217,29192,Core 0-3,0.5756165539597372,0,0.7735541726341486,Core 0-3,15,Reduce Power,Normal Operation
25,12,27735,27049,Core 4-7,0.2184016450428864,0,0.6697208150139233,Core 0-3,24,Reduce Power,Normal Operation
22,23,94708,1378,Core 4-7,0.442355661982259,0,0.6130736183682869,Core 0-3,21,Reduce Power,Normal Operation
28,6,67614,29348,Core 4-7,0.4484919744905383,0,0.6218072225455368,Core 0-3,27,Reduce Power,Normal Operation
9,21,45866,31241,Core 4-7,0.5886775839560952,0,0.7890040176214473,Core 0-3,8,Reduce Power,Normal Operation
24,16,82083,19768,Core 4-7,0.5305307078029295,1,0.7667096790832402,Core 0-3,23,Reduce Power,Normal Operation
24,26,32660,11287,Core 0-3,0.7660802866189809,0,0.6336052785815245,Core 0-3,23,Reduce Power,Normal Operation
1,5,99511,42120,Core 4-7,0.5796079108336462,1,0.7622148044351376,Core 0-3,0,Reduce Power,Normal Operation
29,9,90585,32171,Core 0-3,0.5943118699798509,0,0.7905887159798003,Core 0-3,28,Reduce Power,Normal Operation
25,14,5777,11836,Core 4-7,0.2971785047575873,0,0.6353984594002896,Core 0-3,24,Reduce Power,Normal Operation
22,8,2280,28238,Core 0-3,0.530021772749527,0,0.7662635206875288,Core 0-3,21,Reduce Power,Normal Operation
16,14,47079,13987,Core 0-3,0.4570502041671891,1,0.6158280912708828,Core 0-3,15,Reduce Power,Normal Operation
9,12,61250,40639,Core 4-7,0.0870324872795347,0,0.6720172483895774,Core 0-3,8,Reduce Power,Normal Operation
19,10,57402,34537,Core 0-3,0.2373548646704308,0,0.6638501041453998,Core 0-3,18,Reduce Power,Normal Operation
12,20,80698,13398,Core 4-7,0.6445980716221837,0,0.7567701202611787,Core 0-3,11,Reduce Power,Normal Operation
19,20,97552,18178,Core 0-3,0.6306572372988533,0,0.7702781240704255,Core 0-3,18,Reduce Power,Normal Operation
22,26,32661,43551,Core 4-7,0.3821368584396415,0,0.6042962851171109,Core 0-3,21,Reduce Power,Normal Operation
9,21,44999,18641,Core 0-3,0.3883006970603982,0,0.6022206847549146,Core 0-3,8,Reduce Power,Normal Operation
7,13,32386,10656,Core 0-3,0.2733025149964058,0,0.6462112486595243,Core 0-3,6,Reduce Power,Normal Operation
14,29,9300,24660,Core 4-7,0.6979619286874026,0,0.7541401438768145,Core 0-3,13,Reduce Power,Normal Operation
29,19,49960,13335,Core 4-7,0.3381193054260814,0,0.6434619528416853,Core 0-3,28,Reduce Power,Normal Operation
19,15,71475,9883,Core 4-7,0.3859200252897332,0,0.6042207692738254,Core 0-3,18,Reduce Power,Normal Operation
19,8,70343,39846,Core 4-7,0.7031222154205752,0,0.736251959645086,Core 0-3,18,Reduce Power,Normal Operation
2,23,2864,25064,Core 4-7,0.6991098448040947,0,0.7514087048054592,Core 0-3,1,Reduce Power,Normal Operation
9,21,17068,42513,Core 4-7,0.4640512630300013,0,0.6130528474761213,Core 0-3,8,Reduce Power,Normal Operation
13,10,38592,19725,Core 4-7,0.5025236528123249,0,0.6942375713191568,Core 0-3,12,Reduce Power,Normal Operation
15,3,71519,38984,Core 4-7,0.5941992783644192,0,0.7905887159798003,Core 0-3,14,Reduce Power,Normal Operation
3,21,63179,20446,Core 4-7,0.4180617466544318,0,0.6172642413863865,Core 0-3,2,Reduce Power,Normal Operation
11,3,66281,28780,Core 4-7,0.4800393134393723,0,0.6307814975225695,Core 0-3,10,Reduce Power,Normal Operation
21,26,8930,43282,Core 0-3,0.4607755251846592,0,0.6129272643916202,Core 0-3,20,Reduce Power,Normal Operation
14,5,74219,26795,Core 0-3,0.6374114638721414,0,0.7695500364494618,Core 0-3,13,Reduce Power,Normal Operation
25,16,39192,33200,Core 4-7,0.783396754685783,0,0.5811665766007376,Core 0-3,24,Reduce Power,Normal Operation
8,17,30586,48388,Core 4-7,0.729223860867605,0,0.709399551754186,Core 0-3,7,Reduce Power,Normal Operation
18,6,50171,36036,Core 0-3,0.7032483296885469,0,0.736251959645086,Core 0-3,17,Reduce Power,Normal Operation
19,26,98762,33109,Core 4-7,0.2809480458964821,0,0.6422486669766547,Core 0-3,18,Reduce Power,Normal Operation
16,20,14401,49009,Core 0-3,0.7584658707060692,0,0.614039944911576,Core 0-3,15,Reduce Power,Normal Operation
2,20,4407,10251,Core 0-3,0.3647479928575204,0,0.6146196868263674,Core 0-3,1,Reduce Power,Normal Operation
8,16,99080,9428,Core 0-3,0.1435937207235779,0,0.6743669912103033,Core 0-3,7,Reduce Power,Normal Operation
22,24,29104,6642,Core 0-3,0.330166849178732,0,0.642979406017263,Core 0-3,21,Reduce Power,Normal Operation
6,2,38369,46455,Core 0-3,0.4816511991331265,0,0.6374229321679956,Core 0-3,5,Reduce Power,Normal Operation
12,20,15037,16757,Core 4-7,0.0925265837107371,0,0.6720172483895774,Core 0-3,11,Reduce Power,Normal Operation
15,15,13001,23150,Core 0-3,0.6423908450151466,0,0.7648493296694449,Core 0-3,14,Reduce Power,Normal Operation
25,18,37871,38681,Core 4-7,0.6664299085421531,0,0.7471828654687915,Core 0-3,24,Reduce Power,Normal Operation
8,1,37321,23712,Core 0-3,0.423549664711753,0,0.620225232813197,Core 0-3,7,Reduce Power,Normal Operation
4,26,89232,2690,Core 0-3,0.2667901394239408,0,0.6520165376497269,Core 0-3,3,Reduce Power,Normal Operation
15,29,6573,1502,Core 0-3,0.6846257023068961,0,0.7384231576286027,Core 0-3,14,Reduce Power,Normal Operation
28,29,61505,44445,Core 4-7,0.3153206272014919,0,0.6284584134175689,Core 0-3,27,Reduce Power,Normal Operation
20,19,76597,43382,Core 0-3,0.1758933483627857,0,0.6718796872012893,Core 0-3,19,Reduce Power,Normal Operation
25,12,18601,23538,Core 0-3,0.4871078261053986,0,0.6535830571969874,Core 0-3,24,Reduce Power,Normal Operation
17,8,31926,8594,Core 4-7,0.5053251956384432,0,0.6903450087021302,Core 0-3,16,Reduce Power,Normal Operation
13,6,95377,22951,Core 4-7,0.5626895199619313,0,0.7802533518547229,Core 0-3,12,Reduce Power,Normal Operation
18,12,7813,4252,Core 0-3,0.6535793514184967,0,0.723516869543046,Core 0-3,17,Reduce Power,Normal Operation
2,7,31273,21021,Core 0-3,0.6779461239121504,0,0.7456913333925833,Core 0-3,1,Reduce Power,Normal Operation
13,18,28503,28268,Core 0-3,0.2471688406887442,0,0.6638838565078928,Core 0-3,12,Reduce Power,Normal Operation
13,22,60168,28910,Core 4-7,0.0923167595323533,0,0.6720172483895774,Core 0-3,12,Reduce Power,Normal Operation
22,14,92456,37706,Core 0-3,0.5919427905984254,0,0.7902135484189189,Core 0-3,21,Reduce Power,Normal Operation
15,8,71750,4927,Core 4-7,0.5099290988674035,0,0.6958963973418997,Core 0-3,14,Reduce Power,Normal Operation
20,24,93175,6056,Core 0-3,0.4084041038143083,0,0.6145164449272034,Core 0-3,19,Reduce Power,Normal Operation
29,20,92134,41800,Core 4-7,0.4710339105140725,0,0.5903017597494457,Core 0-3,28,Reduce Power,Normal Operation
27,22,42794,19272,Core 4-7,0.3327437331392061,0,0.6434619528416853,Core 0-3,26,Reduce Power,Normal Operation
10,14,14082,28563,Core 0-3,0.8454351292038166,0,0.6063126528133588,Core 0-3,9,Reduce Power,Normal Operation
29,5,14260,40260,Core 0-3,0.0977323574943599,0,0.6720172483895774,Core 0-3,28,Reduce Power,Normal Operation
3,9,72291,23209,Core 4-7,0.5846521196211452,0,0.7808835637888448,Core 0-3,2,Reduce Power,Normal Operation
19,8,82658,15819,Core 0-3,0.2429756115270696,0,0.6638838565078928,Core 0-3,18,Reduce Power,Normal Operation
3,2,36483,5883,Core 4-7,0.3677932867048622,0,0.6172163490842856,Core 0-3,2,Reduce Power,Normal Operation
22,28,40809,1733,Core 4-7,0.4121738938727057,0,0.6119528770901552,Core 0-3,21,Reduce Power,Normal Operation
14,16,30215,27646,Core 0-3,0.3036661667387539,1,0.636329343235634,Core 0-3,13,Reduce Power,Normal Operation
8,13,36915,25213,Core 4-7,0.4546613751858715,0,0.6188274679853941,Core 0-3,7,Reduce Power,Normal Operation
27,7,87828,48845,Core 0-3,0.0,0,0.6727036589034711,Core 0-3,26,Reduce Power,Normal Operation
23,16,88760,44258,Core 4-7,0.1933804295358488,0,0.6730206747775349,Core 0-3,22,Reduce Power,Normal Operation
4,7,52081,15289,Core 0-3,0.1290196753600561,0,0.6737496121257442,Core 0-3,3,Reduce Power,Normal Operation
